element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
5,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-495,4862,0,495,0,0.00,0.00,0.00,0.00
6,2,20,1,True,2024-08-17T14:00:00Z,2,0,1,21,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,8.0,0.8,55,0,73714,0,0,0,0.02,0.01,0.03,0.15
6,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,78,0,0,1,0,0,0,0,0,0,0,0,24,3.4,4.7,2.0,1.0,55,-7683,77673,4299,11982,1,0.00,0.01,0.01,1.12
6,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,79,0,0,0,1,0,0,0,1,0,0,0,3,12.8,10.6,4.0,2.7,55,14520,102931,28883,14363,1,0.00,0.02,0.02,1.55
6,39,18,5,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,20,13.4,1.1,7.0,2.2,55,-76,106693,18538,18614,1,0.05,0.01,0.06,0.74
7,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,25861,0,0,0,0.00,0.00,0.00,0.00
7,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-4149,28506,2615,6764,0,0.00,0.00,0.00,0.00
7,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-3634,27279,3276,6910,0,0.00,0.00,0.00,0.00
7,39,18,2,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,0,0.4,1.8,0.0,0.2,49,-982,28424,4753,5735,1,0.00,0.00,0.00,0.74
8,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,16779,0,0,0,0.00,0.00,0.00,0.00
8,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3242,17038,708,3950,0,0.00,0.00,0.00,0.00
8,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2401,15992,828,3229,0,0.00,0.00,0.00,0.00
8,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1679,15388,672,2351,0,0.00,0.00,0.00,0.00
9,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16,13.6,36.7,25.0,7.5,70,0,253825,0,0,1,0.08,0.19,0.27,0.47
9,11,2,3,False,2024-08-24T16:30:00Z,0,2,2,64,0,0,1,0,0,0,0,0,0,0,0,9,6.4,26.3,10.0,4.3,70,-12758,275265,21172,33930,1,0.00,0.41,0.41,1.12
9,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,70,-35321,249418,21818,57139,0,0.00,0.00,0.00,0.65
9,39,18,3,False,2024-09-15T13:00:00Z,0,1,4,79,0,0,1,0,0,0,0,0,0,0,0,18,22.8,25.6,31.0,7.9,69,-54816,200769,8634,63450,1,0.17,0.14,0.31,0.61
12,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,16484,0,0,0,0.00,0.00,0.00,0.00
12,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-452,20276,2466,2918,0,0.00,0.00,0.00,0.00
12,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-497,21665,3931,4428,0,0.00,0.00,0.00,0.00
12,39,18,1,False,2024-09-15T13:00:00Z,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,5,8.2,0.4,0.0,0.9,45,3034,26639,7926,4892,0,0.00,0.00,0.00,0.09
13,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16,15.0,24.0,15.0,5.4,85,0,1391537,0,0,1,0.02,0.06,0.08,0.47
13,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,1,0,0,0,4,9.4,34.2,20.0,6.4,85,-127842,1384608,28847,156689,1,0.26,0.60,0.86,1.28
13,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,73,0,0,0,1,0,0,0,0,0,0,0,9,10.0,16.8,25.0,5.2,84,-209302,1210007,52692,261994,1,0.18,0.08,0.26,1.18
13,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,83,-509232,715216,16076,525308,0,0.00,0.00,0.00,0.00
15,2,20,8,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,3,1,28,28.0,0.0,0.0,2.8,55,0,2143198,0,0,1,0.00,0.00,0.00,0.47
15,11,2,10,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,0,0,3,3,27,28.2,0.0,0.0,2.8,55,-16603,2377063,71675,88278,1,0.00,0.00,0.00,1.28
15,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,1,0,3,0,8,33.6,0.0,0.0,3.4,55,288962,2865351,394083,105121,1,0.00,0.01,0.01,1.83
15,39,18,9,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,0,0,5,2,33,41.0,0.0,0.0,4.1,55,-96805,2823889,175717,272522,1,0.00,0.00,0.00,0.74
16,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,84,0,0,1,0,0,0,0,0,0,0,0,9,6.6,13.4,8.0,2.8,65,0,552723,0,0,1,0.09,0.05,0.14,0.32
16,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,1,0,0,0,18,18.8,12.3,21.0,5.2,65,-44297,573607,25416,69713,1,0.07,0.11,0.18,1.28
16,21,5,-2,True,2024-08-31T11:30:00Z,1,1,3,48,0,0,0,1,0,0,0,0,1,0,0,-10,0.0,1.7,6.0,0.1,64,-77123,515468,20951,98074,1,0.03,0.03,0.06,0.08
16,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-213586,302817,1443,215029,0,0.00,0.00,0.00,0.00
17,2,20,12,True,2024-08-17T14:00:00Z,2,0,1,79,1,1,1,0,0,0,0,1,0,0,2,42,64.2,61.7,78.0,20.4,100,0,2763895,0,0,1,0.35,0.37,0.72,0.32
17,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,87,0,1,1,0,0,0,0,0,0,0,0,21,27.8,27.4,27.0,8.2,100,141942,3227441,240288,98346,1,0.05,0.10,0.15,1.25
17,21,5,6,True,2024-08-31T11:30:00Z,1,1,3,90,0,1,0,1,0,0,0,0,0,0,1,21,34.8,21.2,88.0,14.4,101,99888,3421437,349415,249527,1,0.95,0.20,1.15,1.83
17,39,18,7,False,2024-09-15T13:00:00Z,0,1,4,85,0,1,1,0,0,0,0,0,0,0,1,25,27.0,35.0,13.0,7.5,101,-374238,3080836,222878,597116,1,0.05,0.35,0.40,0.65
18,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,26,14.8,0.9,0.0,1.6,60,0,3490919,0,0,1,0.00,0.00,0.00,0.47
18,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,0,0,0,0,24,23.8,1.2,0.0,2.5,60,-54391,3770895,71155,125546,1,0.00,0.01,0.01,1.28
18,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,10,22.0,1.3,0.0,2.3,60,16354,3954073,186343,169989,1,0.00,0.01,0.01,1.83
18,39,18,5,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,22,8.2,0.4,2.0,1.1,60,-294232,3736254,95758,389990,1,0.00,0.01,0.01,0.74
20,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16,14.4,43.6,1.0,5.9,50,0,6975,0,0,1,0.06,0.06,0.12,0.47
20,11,2,11,False,2024-08-24T16:30:00Z,0,2,2,90,1,0,1,0,0,0,0,0,0,0,3,27,39.4,7.5,8.0,5.5,50,2274,14479,4346,2072,1,0.10,0.08,0.18,1.28
20,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,1,0,0,0,8,17.0,0.6,0.0,1.8,50,98705,147597,120463,21758,1,0.00,0.00,0.00,1.83
20,39,18,3,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,12,20.0,2.8,0.0,2.3,50,3221,152755,38742,35521,1,0.00,0.07,0.07,0.74
21,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5469,0,0,0,0.00,0.00,0.00,0.00
21,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1732,3883,52,1784,0,0.00,0.00,0.00,0.00
21,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-731,3267,86,817,0,0.00,0.00,0.00,0.00
21,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-421,2918,121,542,0,0.00,0.00,0.00,0.00
22,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,8462,0,0,0,0.00,0.00,0.00,0.00
22,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2918,5694,49,2967,0,0.00,0.00,0.00,0.00
22,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1171,4687,86,1257,0,0.00,0.00,0.00,0.00
22,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-676,4106,117,793,0,0.00,0.00,0.00,0.00
23,2,20,1,True,2024-08-17T14:00:00Z,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,2,4.2,0.3,0.0,0.5,70,0,192689,0,0,0,0.00,0.00,0.00,0.15
23,11,2,7,False,2024-08-24T16:30:00Z,0,2,2,25,1,0,0,0,0,0,0,0,0,0,1,25,33.6,0.5,26.0,6.0,69,-43402,165221,3440,46842,0,0.18,0.02,0.20,0.16
23,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,58,0,0,0,1,0,0,0,0,0,0,0,11,9.4,15.2,21.0,4.6,69,20874,203684,47196,26322,1,0.03,0.08,0.11,0.93
23,39,18,3,False,2024-09-15T13:00:00Z,0,1,4,79,0,0,1,0,0,0,0,0,0,0,0,13,9.4,21.2,5.0,3.6,69,-23151,185675,19468,42619,1,0.05,0.03,0.08,0.61
24,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,22,5.8,1.3,8.0,1.5,65,0,927335,0,0,1,0.07,0.06,0.13,0.47
24,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,0,0,0,0,23,9.2,6.8,4.0,2.0,65,-34627,962999,19032,53659,1,0.00,0.02,0.02,1.28
24,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,8,22.0,0.8,5.0,2.8,65,-31887,962026,44069,75956,1,0.04,0.00,0.04,1.83
24,39,18,6,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,23,10.2,1.9,0.0,1.2,65,-115626,858247,20512,136138,1,0.00,0.01,0.01,0.74
25,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,68,0,0,1,0,0,0,0,0,0,0,0,22,7.2,4.9,6.0,1.8,50,0,230223,0,0,1,0.00,0.04,0.04,0.32
25,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,23613,312806,46003,22390,0,0.00,0.00,0.00,0.00
25,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,50,-56048,264308,16584,72632,0,0.00,0.00,0.00,0.28
25,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-45776,227563,9852,55628,0,0.00,0.00,0.00,0.00
73,6,16,4,False,2024-08-17T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,7,0,17,47.0,0.0,0.0,4.7,45,0,198435,0,0,1,0.00,0.00,0.00,1.30
73,12,15,3,True,2024-08-25T13:00:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,4,0,13,30.8,0.0,0.0,3.1,45,4237,229120,15125,10888,1,0.00,0.00,0.00,1.61
73,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-5471,233977,30742,36213,0,0.00,0.00,0.00,0.00
73,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-60424,174820,5002,65426,0,0.00,0.00,0.00,0.00
186,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,0,164846,0,0,0,0.00,0.00,0.00,0.00
186,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,69,-36830,142291,2709,39539,0,0.00,0.00,0.00,0.00
186,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-26760,119706,4626,31386,0,0.00,0.00,0.00,0.00
186,39,18,1,False,2024-09-15T13:00:00Z,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,2.0,0.2,68,746,125804,19692,18946,0,0.00,0.00,0.00,0.13
578,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,226287,0,0,0,0.00,0.00,0.00,0.00
578,11,2,1,False,2024-08-24T16:30:00Z,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.0,0.0,0.0,59,-46797,206409,4067,50864,0,0.00,0.00,0.00,0.16
578,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,31,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.1,0.0,0.2,59,-34921,180050,4776,39697,0,0.00,0.00,0.00,0.89
578,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-35558,149968,3165,38723,0,0.00,0.00,0.00,0.00
597,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1740,0,0,0,0.00,0.00,0.00,0.00
597,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,231,3587,742,511,0,0.00,0.00,0.00,0.00
597,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,145,4486,1109,964,0,0.00,0.00,0.00,0.00
597,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,369,5493,1354,985,0,0.00,0.00,0.00,0.00
633,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,708,1065,1272,564,0,0.00,0.00,0.00,0.00
633,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-406,684,213,619,0,0.00,0.00,0.00,0.00
638,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,0,0.00,0.00,0.00,0.00
638,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,558,945,765,207,0,0.00,0.00,0.00,0.00
639,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,0,0.00,0.00,0.00,0.00
639,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,158,859,238,80,0,0.00,0.00,0.00,0.00
657,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0.00,0.00,0.00,0.00
658,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0.00,0.00,0.00,0.00
659,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,0,0.00,0.00,0.00,0.00
28,7,19,1,False,2024-08-17T16:30:00Z,1,2,1,73,0,0,0,1,0,0,0,1,0,0,0,1,0.0,30.5,13.0,4.2,65,0,328252,0,0,1,0.21,0.21,0.42,1.39
28,11,1,2,True,2024-08-24T16:30:00Z,0,2,2,90,0,0,0,2,0,0,0,0,0,0,0,10,14.6,14.5,17.0,4.6,65,-37766,310648,15599,53365,1,0.04,0.02,0.06,0.87
28,26,11,1,False,2024-08-31T14:00:00Z,1,2,3,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5,0.0,0.0,65,-2843,317474,64796,67639,1,0.00,0.01,0.01,0.00
28,31,8,0,True,2024-09-14T16:30:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-154509,160644,2212,156721,0,0.00,0.00,0.00,0.00
29,7,19,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,77081,0,0,0,0.00,0.00,0.00,0.00
29,11,1,1,True,2024-08-24T16:30:00Z,0,2,2,14,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.6,1.0,0.2,54,-14983,69201,2526,17509,0,0.02,0.01,0.03,0.38
29,26,11,1,False,2024-08-31T14:00:00Z,1,2,3,28,0,0,0,1,0,0,0,0,0,0,0,5,9.4,11.3,0.0,2.1,54,-11954,58524,1955,13909,0,0.00,0.05,0.05,0.28
29,31,8,4,True,2024-09-14T16:30:00Z,3,2,4,45,0,1,0,0,0,0,0,0,0,0,0,18,16.0,16.1,7.0,3.9,53,-8597,50954,2108,10705,0,0.03,0.04,0.07,0.23
30,7,19,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,4608,0,0,0,0.00,0.00,0.00,0.00
30,11,1,0,True,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-591,5246,363,954,0,0.00,0.00,0.00,0.00
30,26,11,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-742,5012,509,1251,0,0.00,0.00,0.00,0.00
30,31,8,0,True,2024-09-14T16:30:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1714,3303,0,1714,0,0.00,0.00,0.00,0.00
31,7,19,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,12149,0,0,0,0.00,0.00,0.00,0.00
31,11,1,0,True,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-2079,12294,538,2617,0,0.00,0.00,0.00,0.00
31,26,11,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1840,11112,850,2690,0,0.00,0.00,0.00,0.00
31,31,8,1,True,2024-09-14T16:30:00Z,3,2,4,6,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.4,0.0,0.1,54,-1279,10277,754,2033,0,0.00,0.01,0.01,0.09
32,7,19,2,False,2024-08-17T16:30:00Z,1,2,1,81,0,0,0,1,0,0,0,0,0,0,0,7,9.0,12.4,2.0,2.3,45,0,263349,0,0,1,0.00,0.01,0.01,1.41
32,11,1,1,True,2024-08-24T16:30:00Z,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.0,2.0,0.3,45,3007,314450,28026,25019,1,0.00,0.00,0.00,0.12
32,26,11,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-82077,232094,9846,91923,0,0.00,0.00,0.00,0.00
32,31,8,0,True,2024-09-14T16:30:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-70335,163873,769,71104,0,0.00,0.00,0.00,0.00
33,7,19,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,82976,0,0,0,0.00,0.00,0.00,0.00
33,11,1,0,True,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4262,87218,5094,9356,0,0.00,0.00,0.00,0.00
33,26,11,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-5391,84891,8559,13950,0,0.00,0.00,0.00,0.00
33,31,8,0,True,2024-09-14T16:30:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-20357,64707,4534,24891,0,0.00,0.00,0.00,0.00
34,7,19,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,5025,0,0,0,0.00,0.00,0.00,0.00
34,11,1,0,True,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-1929,3043,0,1929,0,0.00,0.00,0.00,0.00
34,26,11,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-643,2456,0,643,0,0.00,0.00,0.00,0.00
34,31,8,0,True,2024-09-14T16:30:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-328,2140,0,328,0,0.00,0.00,0.00,0.00
35,7,19,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,50517,0,0,0,0.00,0.00,0.00,0.00
35,11,1,0,True,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6386,54467,2713,9099,0,0.00,0.00,0.00,0.00
35,26,11,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6016,52558,5501,11517,0,0.00,0.00,0.00,0.00
35,31,8,0,True,2024-09-14T16:30:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-14715,37781,176,14891,0,0.00,0.00,0.00,0.00
36,7,19,2,False,2024-08-17T16:30:00Z,1,2,1,73,0,0,0,1,0,0,0,0,0,0,0,14,14.4,19.2,0.0,3.4,45,0,196248,0,0,1,0.00,0.13,0.13,1.39
36,11,1,2,True,2024-08-24T16:30:00Z,0,2,2,75,0,0,0,1,0,0,0,0,0,0,0,8,18.6,1.8,0.0,2.0,45,-3133,214862,11294,14427,1,0.00,0.03,0.03,0.49
36,26,11,7,False,2024-08-31T14:00:00Z,1,2,3,90,0,1,0,1,0,0,0,0,0,0,2,23,36.4,19.9,0.0,5.6,45,57893,290051,89835,31942,1,0.00,0.10,0.10,0.45
36,31,8,4,True,2024-09-14T16:30:00Z,3,2,4,68,0,1,0,2,0,0,0,0,0,0,0,26,30.8,54.0,2.0,8.7,46,331785,660174,404275,72490,1,0.00,0.68,0.68,0.67
37,7,19,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,478,0,0,0,0.00,0.00,0.00,0.00
37,11,1,0,True,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-125,347,0,125,0,0.00,0.00,0.00,0.00
37,26,11,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-51,299,0,51,0,0.00,0.00,0.00,0.00
37,31,8,0,True,2024-09-14T16:30:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-32,271,0,32,0,0.00,0.00,0.00,0.00
38,7,19,6,False,2024-08-17T16:30:00Z,1,2,1,28,1,0,0,0,0,0,0,0,0,0,1,30,34.4,2.1,23.0,6.0,60,0,23567,0,0,0,0.38,0.00,0.38,1.17
38,11,1,1,True,2024-08-24T16:30:00Z,0,2,2,25,0,0,0,2,0,0,0,0,0,0,0,1,2.6,3.4,7.0,1.3,60,17409,61234,23795,6386,0,0.10,0.14,0.24,0.51
